Event Link,Date & Time,Event Name,Location,Event Description,Attendees,Hosted By,Category
https://www.meetup.com/canasian-station/events/301043533/?recId=f335611c-e0ff-4740-8a67-05f454f17261&recSource=ml-popular-events-nearby-offline&searchId=3e3d2209-5b33-4e4a-b380-db3716907279&eventOrigin=find_page$all,2024-12-14T13:00:00-05:00,[CAS] EN-CH-JP-KR Language Exchange,"4841 Yonge St 路 North York, ON","For 鏃ユ湰瑾�, 涓枃, 頃滉淡鞏�, see below!
Welcome to CanAsian Station鈥檚 Quadruple language event!Immerse yourself in East Asia for a couple hours of lunch and conversation. Practice language, socialize, and make friends in English, Mandarin, Japanese, and Korean. Our venue, Sheppard Centre food court is the perfect place to do it all!
Sheppard Center is accessible directly from the TTC. The food court is downstairs in the concourse.
Attendance Fee: E-Transfer $3 to canasianstation.payments@gmail.com by 8pm the day before the event. Please include a message with your Meetup.com name. If you are paying for a friend, please indicate their name(s) as well.
Upon arrival, please come to the reception (Canada flag) and state your Meetup name and language you would like to practice. We will take attendance and you will be seated in the appropriate language section by an organizer.The meetup is 2 hours in length, broken up into 3 sessions of 40 minutes each.
Each 40-minute session will be further divided into 20 minutes of English, and 20 minutes of Japanese, Korean, or Mandarin. A 5-minute warning will be announced before the end of each session. Between each session, there will be a seat change, where organizers will help participants rearrange into new groups of language partners. Participants may also choose at this point to move to a different language section.
Purchase of food is OPTIONAL. During the event, participants can receive 10% off on the following vendors:Thai Express (Cash only), Popeyes (Cash only), Butter Chick, Teriyaki Experience, Sushi Q, and Second Cup.
Please let staff know you are from ""CAS"" to receive your discount.It is STRONGLY advised to be on time to be assigned to tables. Stragglers may have to wait for the periodic seat change to begin joining.
Feel free to message in the 鈥渆vent chat鈥� any questions or concerns.
鏃ユ湰瑾烇細CanAsian Station銇�4瑷�瑾炰氦娴佷細銇搞倛銇嗐亾銇濓紒|鏉便偄銈搞偄銇洶鍥叉皸銇腑銇с儵銉炽儊銈勪細瑭便倰銇椼仸銇裤伨銇涖倱銇嬶紵涓浗瑾炪兓鏃ユ湰瑾炪兓闊撳浗瑾炩�㈣嫳瑾炪仹瑷�瑾炪倰绶寸繏銇椼仧銈娿�佷氦娴併仐銇熴倞鍑烘潵銇俱仚銆傚牬鎵�銇偡銈с儜銉笺儔銈汇兂銈裤兗銇с�侀枊鍌仚銈嬨伄銇渶楂樸伄鍫存墍銇с仚锛併偡銈с儜銉笺儔銈汇兂銈裤兗銇疶TC銈掍娇銇ｃ仸绨″崢銇偄銈偦銈瑰彲鑳姐仹銇欍�傘儠銉笺儔銈炽兗銉堛伅涓嬨伄闅庛伄搴冨牬銇亗銈娿伨銇欍��
鍙傚姞璨�: 銈ゃ儥銉炽儓鍓嶆棩銇�20鏅傘伨銇с伀銆乧anasianstation.payments@gmail.com 銇�$3 銈扙-Transfer銇椼仸銇忋仩銇曘亜銆侲-Transfer銇儭銉冦偦銉笺偢娆勩伀Meetup.com 鍚嶃倰杩般伖銇︺亸銇犮仌銇勩�傚弸浜恒伄鍒嗐倐銇婃敮鎵曘亜銇仾銈嬪牬鍚堛伅銆併仢銇柟銇甅eetup鍚嶃倐銇旇鍏ャ亸銇犮仌銇勩��
銉曘兗銉夈偝銉笺儓銇埌鐫�銇椼伨銇椼仧銈夈�佸彈浠橈紙銈儕銉�鍥芥棗锛夈伀鏉ャ仸銆丮eetup 鍚嶃仺绶寸繏銇椼仧銇勮█瑾炪倰銇婁紳銇堛亸銇犮仌銇勩�傚嚭甯⒑瑾嶃倰琛屻亜銆佷富鍌�呫亴閬╁垏銇█瑾炪偦銈偡銉с兂銇潃甯仌銇涖伨銇欍��
Meetup 銇� 2 鏅傞枔銇с��40 鍒嗐伄銈汇儍銈枫儳銉炽亴 3 銇ゃ伀鍒嗐亱銈屻仸銇勩伨銇欍��40 鍒嗐伄銈汇儍銈枫儳銉炽伅銇濄倢銇炪倢銆佽嫳瑾� 20 鍒嗐�佹棩鏈獮銆侀煋鍥借獮銆佷腑鍥借獮 20 鍒嗐伀鍒嗐亱銈屻仸銇勩伨銇欍�傚悇銈汇儍銈枫儳銉炽伄绲備簡 5 鍒嗗墠銇偄銉娿偊銉炽偣銇屻亗銈娿�佸腑鏇裤亪銈掕銇勩�佹柊銇椼亜瑷�瑾炪儜銉笺儓銉娿兗銇偘銉兗銉椼伀閰嶇疆銇с亶銈嬨倛銇嗐亰鎵嬩紳銇勩仐銇俱仚銆傚弬鍔犺�呫伅銇撱伄鏅傜偣銇у垾銇█瑾炪偦銈偡銉с兂銇Щ鍕曘仚銈嬨亾銇ㄣ倐銇с亶銇俱仚銆�
椋熷搧銇臣鍏ャ伅銇旇嚜鐢便仹銇欍�� 銈ゃ儥銉炽儓涓�佸弬鍔犺�呫伅浠ヤ笅銇博澹叉キ鑰呫仹10锛呭壊寮曘倰鍙椼亼銈嬨亾銇ㄣ亴銇с亶銇俱仚锛歍hai Express锛堢従閲戙伄銇匡級銆丳opeyes锛堢従閲戙伄銇匡級銆丅utter Chick銆乀eriyaki Express銆丼ushiQ銆丼econd Cup銆傚壊寮曘倰鍙椼亼銈嬨伀銇�併偣銈裤儍銉曘伀銆孋AS銆嶃亱銈夋潵銇熴亾銇ㄣ倰銇婄煡銈夈仜銇忋仩銇曘亜銆�
鏅傞枔閫氥倞銇潵銇︺亜銇熴仩銇忋倛銇嗐亰椤樸亜銇椼伨銇欍�傞亝銈屻仧鏂广伅甯浛銇堛伨銇у弬鍔犮倰銇婂緟銇￠爞銇忋亱銈傘仐銈屻伨銇涖倱銆�
銈傘仐銇旇唱鍟忕瓑銇斻仏銇勩伨銇椼仧銈夈�併亰姘楄唤銇儭銉冦偦銉笺偢銈掗�併仯銇︺亸銇犮仌銇勩��
***
涓枃锛氭杩庢潵鍒癈anAsian Station鐨勫洓鍥借瑷�浜ゆ崲娲诲姩锛佸湪涓滀簹鏂囧寲鐨勬皼鍥翠腑浜彈鍗堥鍜岄棽璋堬紝鐢ㄨ嫳璇�佷腑鏂囷紙鏅�氳瘽锛夈�佹棩璇拰闊╄缁冧範璇█銆佺粨璇嗗ソ鍙嬨�傚氨鍦⊿heppard Centre缇庨骞垮満鈥斺�斾竴涓畬缇庡鍚堟垜浠墍鏈夋椿鍔ㄩ渶姹傜殑鍦哄湴銆�
Sheppard Centre鍙洿鎺ヤ粠TTC杩涘叆銆傜編椋熷箍鍦轰綅浜庢ゼ涓嬪ぇ鍘呫�傚嚭甯垂锛氭椿鍔ㄥ墠涓�澶╂櫄涓� 8 鐐瑰墠閫氳繃E-Transfer$3姹囪嚦 canasianstation.payments@gmail.com銆傝鍦ㄦ秷鎭腑娉ㄦ槑鎮ㄧ殑 Meetup.com 鍚嶇О銆傚鏋滄偍涓烘湅鍙嬩粯娆撅紝璇峰悓鏃舵敞鏄庝粬浠殑鍚嶅瓧銆�
鍒拌揪鍚庯紝浣犲彲浠ラ�氳繃鍔犳嬁澶у浗鏃楁壘鍒版垜浠殑娲诲姩鍖哄煙锛佹姷杈惧悗锛岃鍓嶅線璁炬湁鍔犳嬁澶у浗鏃楃殑鎺ュ緟澶勶紝骞跺憡鐭ユ偍鐨凪eetup鐢ㄦ埛鍚嶅拰鎮ㄥ笇鏈涚粌涔犵殑璇█銆傛垜浠細杩涜绛惧埌锛屽苟鐢辩粍缁囪�呭皢鎮ㄥ畨鎺掑湪鐩稿簲鐨勮瑷�鍖哄煙銆�
娲诲姩鎬绘椂闀夸负2灏忔椂锛屽垎涓轰笁涓�40鍒嗛挓鐨勭幆鑺傘��
姣忎釜40鍒嗛挓鐨勭幆鑺傚皢杩涗竴姝ュ垎涓�20鍒嗛挓鐨勮嫳璇拰20鍒嗛挓鐨勬棩璇�侀煩璇垨涓枃銆傚湪姣忎釜鐜妭缁撴潫鍓�5鍒嗛挓浼氭湁鎻愰啋銆傛瘡涓幆鑺備箣闂翠細鏈夊骇浣嶅彉鍔紝缁勭粐鑰呭皢甯姪鍙備笌鑰呴噸鏂板畨鎺掑埌鏂扮殑璇█浼欎即缁勩�傚弬涓庤�呬篃鍙互鍦ㄦ鏃堕�夋嫨绉诲姩鍒颁笉鍚岀殑璇█鍖哄煙銆�
椋熺墿璐拱鏄彲閫夌殑銆� 鍦ㄦ椿鍔ㄦ湡闂达紝鍙備笌鑰呭彲浠ュ湪浠ヤ笅渚涘簲鍟嗗浜彈10锛呯殑鎶樻墸锛歍hai Express锛堜粎闄愮幇閲戯級锛孭opeyes锛堜粎闄愮幇閲戯級锛孊utter Chick锛孴eriyaki Experience锛孲ushi Q 鍜� Second Cup銆傝璁╁伐浣滀汉鍛樼煡閬撲綘鏉ヨ嚜""CAS""锛屼互渚胯幏寰楁姌鎵ｃ��
寮虹儓寤鸿澶у鍑嗘椂鍒拌揪鎸囧畾鐨勬浣嶃�傛櫄鍒扮殑鍙傚姞鑰呴渶瑕佺瓑寰呭畾鏈熸洿鎹㈠骇浣嶆墠鑳藉姞鍏ャ�傛湁浠讳綍闂娆㈣繋鐣欒█鍦ㄢ�渆vent chat鈥濄�傛垜浠湡寰呬綘鐨勫姞鍏ワ紒
***
頃滉淡鞏�:CanAsian Station鞚� 炜茧摐霟攲 鞏胳柎 鞚措菠韸胳棎 鞓れ嫚 瓴冹潉 頇橃榿頃╇媹雼�!霃欖晞鞁滌晞鞐愳劀 氇� 鞁滉皠 霃欖晥 鞝愳嫭 鞁濎偓鞕� 雽�頇旊ゼ 雮橂垹氤挫劯鞖�.鞓侅柎, 欷戧淡鞏�, 鞚茧掣鞏�, 頃滉淡鞏措 鞏胳柎毳� 鞐办姷頃橁碃, 甑愲頃橁碃, 旃滉惮毳� 毵岆摐靹胳殧!鞓堨爼歆�電� Sheppard Centre 響鸽摐旖旐姼鞚措┌ 氇摖 瓴冹潉 頃橁赴鞐� 鞕勲步頃� 鞛レ唽鞛呺媹雼�!
Sheppard Centre電� TTC毳� 靷毄頃橃棳 氚旊 鞓れ嫟 靾� 鞛堨姷雼堧嫟.彀胳劃 靾橃垬耄�: 鞚措菠韸� 鞝勲偁 鞓ろ泟 8鞁滉箤歆�canasianstation.payments@gmail.com鞙茧 3雼煬毳� E-Transfer搿� 氤措偞欤检劯鞖�. Meetup.com 鞚措鞚� 氅旍嫓歆�鞐� 韽暔頃挫＜靹胳殧. 旃滉惮毳� 雽�鞁犿晿鞐� 歆�攵堩晿電� 瓴届毎 旃滉惮鞚� 鞚措霃� 頃粯 鞎岆牑欤检劯鞖�.霃勳癌頃橂┐ 毽厜靺�(旌愲倶雼� 甑赴)鞐� 鞕�靹� Meetup 鞚措瓿� 鞐办姷頃橁碃 鞁鹅潃 鞏胳柎毳� 毵愳攢頃� 欤检劯鞖�. 彀胳劃 鞐秬毳� 頇曥澑頃橁碃 欤检禍鞛愱皜 頃措嫻 鞏胳柎 靹轨厴鞙茧 鞎堧偞頃措摐毽矤鞀惦媹雼�.
Meetup鞚� 2鞁滉皠 霃欖晥 歆勴枆霅橂┌, 臧侁皝 40攵勳敥 3臧滌潣 靹胳厴鞙茧 雮橂墿雼堧嫟.40攵� 靹胳厴鞚� 鞓侅柎 20攵勱臣 鞚茧掣鞏�, 頃滉淡鞏� 霕愲姅 欷戧淡鞏� 20攵勳溂搿� 甑劚霅橁碃 靹胳厴鞚� 雭濍倶旮� 5攵� 鞝勳棎 瓿奠頃措摐毽诫媹雼�. 40攵� 靹胳厴鞚� 雭濍偁霑岆雼� 彀戈皜鞛愱皜 雼れ枒頃� 韺岉姼雱堧摛瓿� 毵岆偍鞚� 臧�歆� 靾� 鞛堧弰搿� 鞛愲Μ毳� 鞚措彊頃橂姅 鞁滉皠鞚� 欤检柎歆�氅� 欤检禍韺�鞐愳劀 鞛愲Μ鞚措彊鞚� 霃勳檧霌滊Υ 鞓堨爼鞛呺媹雼�. 彀戈皜鞛愲姅 鞚� 鞁滌爯鞐愳劀 雼るジ 鞏胳柎 靹轨厴鞙茧霃� 鞚措彊頃� 靾橂弰 鞛堨姷雼堧嫟.
鞚岇嫕 甑Г電� 靹犿儩 靷暛鞛呺媹雼�. 頄夓偓 欷戩棎 彀戈皜鞛愲摛鞚� 雼れ潓 瓿店笁鞐呾泊鞐愳劀 10% 頃犾澑 順滍儩鞚� 氚涭潉 靾� 鞛堨姷雼堧嫟: 韮滉淡 鞚奠姢頂勲爤鞀� (順勱笀毵�), Popeyes (順勱笀毵�), 氩勴劙 旃�, 韰岆Μ鞎柬偆 鞚奠姢頂茧Μ鞏胳姢, 鞀れ嫓 Q, 攴鸽Μ瓿� 靹胳花霌� 旎�. 頃犾澑鞚� 氚涭溂霠る┐ ""CAS""鞐愳劀 鞕旊嫟瓿� 歆侅洂鞐愱矊 鞎岆牑欤检劯鞖�.
鞝滌嫓臧勳棎 鞕�欤检嫓旮� 臧勱场頌� 攵�韮侂摐毽诫媹雼�. 電︗溂鞁� 攵勳潃 膦岇劃鞚� 氚旉縺 霑岅箤歆� 彀胳劃鞚� 旮半嫟毽厰鞎� 頃� 靾橂弰 鞛堨姷雼堧嫟.
歆堧鞚措倶 鞖半牑 靷暛鞚� 鞛堨溂氅� ""鞚措菠韸� 毂勴寘""鞐愳劀 鞏胳牅霌犾 氅旍嫓歆�毳� 氤措偞欤检劯鞖�. 臧愳偓頃╇媹雼�.",18,Calvin T. and 3 others,Entertainment
https://www.meetup.com/torontointuitives/events/304761676/?recId=f335611c-e0ff-4740-8a67-05f454f17261&recSource=ml-popular-events-nearby-offline&searchId=3e3d2209-5b33-4e4a-b380-db3716907279&eventOrigin=find_page$all,2024-12-15T19:30:00-05:00,Sunday PUB-NIGHT/iNtuitive Banter @ The Pint Public House,"277 Front St W 路 Toronto, ON","Join your community of fellow Intuitives and MBTI nerds for a casual evening of engaging conversation.
We get together every second Sunday 鈥� with a mix of regulars and new friends. There is no fee to attend, though we ask that you support the venue by ordering something to eat or drink.
Feel free to contact event host B. via Facebook/Meetup messenger, or text/call 416-712-8635 for directions.
About the venue: The Pint Public House, upstairs 277 Front Street WestNearest Subway: Union StationMap / Directions:https://maps.app.goo.gl/27iARxh8R24tpuKYA
We make an effort to find pubs that are quiet and introvert friendly, with a section to ourselves. We make no effort to muffle our extroverts, but should they get out of hand, our resident INTJ will use their death stare, to pull them back in line.",4,B ... s.,Entertainment
https://www.meetup.com/toronto-studio-community/events/304679905/?recId=f335611c-e0ff-4740-8a67-05f454f17261&recSource=ml-popular-events-nearby-offline&searchId=3e3d2209-5b33-4e4a-b380-db3716907279&eventOrigin=find_page$all,2024-12-20T19:00:00-05:00,Wix Partners Holiday Hangout | Year-End Mixer,"620 King St W #101, M5V 1M6 路 Toronto, ON","Join us for an evening of celebration, connection, and fun at theWix Partners Holiday Hangout! This year-end mixer is the perfect opportunity to unwind, network with fellow Wix Partners, and toast to a successful year.
Set in the vibrant King Taps in downtown Toronto with delicious food, refreshing drinks, and a relaxed atmosphere to share stories, exchange ideas, and celebrate the achievements of 2024.
Sip delicious cocktails, beers, or non-alcoholic as we celebrate the year together. Whether you鈥檙e raising a glass or sipping on a mocktail, everyone is welcome to join!
Note, drinks and food arenotincluded, pay for yourself and whatever you'd like.
Don't forget to dust off your favourite ugly Christmas sweater :)
RSVP now to secure your spot and let鈥檚 close out the year in style!
Cheers to another amazing year with the Wix Partners community!
Google Maps:https://g.co/kgs/SkCgEjk",15,Thomas D.,Entertainment
https://www.meetup.com/retro-80s-new-wave-indie-alternative/events/304467740/?recId=f335611c-e0ff-4740-8a67-05f454f17261&recSource=ml-popular-events-nearby-offline&searchId=3e3d2209-5b33-4e4a-b380-db3716907279&eventOrigin=find_page$all,2024-12-31T21:00:00-05:00,WEIRD' New Year's Eve Dance Party with DJ's Lazarus & Osaze,"1279 Queen St West 路 Toronto, on","Advanced Tix:https://weirdNYE.eventbrite.ca----------Save the date. Tuesday December 31, 2024
Lazarus & Osaze's Weird New Years Eve Dance Party
Alternative / Retro 80's & 90's / EBM / Post-Punk / Darkwave / Electronica / Synthpop / Requests
Ground Control - 1279 Queen St WestDoors at 9pm - 19+$25 advancedBUY:https://weirdNYE.eventbrite.caINVITE:www.facebook.com/events/1104462077871587/
- 3AM Last Call- Candy Snack Bar included- Shimmering decor
SOCIAL:www.facebook.com/groundcontroltorontowww.facebook.com/livingonvideoclubwww.facebook.com/djlazarusrockswww.twitch.tv/livingonvideoclubwww.mixcloud.com/livingonvideowww.instagram.com/djlazarusrockswww.twitter.com/djlazarusrocks",5,DJ L.,Entertainment
https://www.meetup.com/make-friends-in-toronto/events/304882683/?recId=f335611c-e0ff-4740-8a67-05f454f17261&recSource=ml-popular-events-nearby-offline&searchId=3e3d2209-5b33-4e4a-b380-db3716907279&eventOrigin=find_page$all,2024-12-14T19:00:00-05:00,Fast Friending - Meet ladies & gents FAST! (18-35/Drink Offer/Bring Lady FREE),"2827 Dundas St W 路 Toronto, ON","Picture this- You want to meet new people. You want to widen your social circuit and meet new ladies and gentlemen who could be your friends. You go to social venues where lots of ladies and gents socialise but you are a bit nervous and unsure about starting a conversation with a complete stranger. You may get yourself a drink and then stand in a corner looking at others who are having a great time. You may not know how or don't feel comfortable opening a conversation with ladies or gentlemen you don't know. And then you leave without speaking to the people you would have liked to.
Does this happen to you? Don't be concerned as you are not alone. This is exactly how 90% of all people feel.
Now what if we transform this situation and give you a process where you can meet and connect with a large number of ladies and gentlemen in an organised and orderly manner?
'Fast friending' is our fun and quick way to help you make new connections quickly with both ladies and gentlemen. These are people in the age group of 18 and 35 and so you will be on a similar wavelength.
Here鈥檚 how our Fast Friending works:-- We will meet at 7.00 and have time to get settle down and get a drink.FREE POOL from 8 to 9 pm. Finger food and drinks at a discount for all members under Happy Hours!
- From about 7.30 to 8.30 we will run the fast friending system. Half of the group (mixed gender) will stay in a fixed place and the other half of the group (mixed gender) will be asked to rotate. During these intervals, each pair of people will get the opportunity to talk to each other.
- Susi will be hosting the evening and she will organize the fast friending process. She will indicate when you should move to the next person.
- From 8.30 onwards we will stop the system and people will have to chance go chat and interact with those they have met as well as others.If you are a bit shy or anxious then please come early. All attendees are also welcome to bring a lady friend along with them for free.
Click below to book your ticket online today and save money! -Speed Friending with Susi 14th December!
Our venue for the evening -Shox's Billiard Bar is spacious, has comfortable seating and not very noisy. We have a reserved area where our members can meet each other in a supportive environment.
- We are not a close knit tight group. Our evenings are warm and comfortable for members attending for the first time and those coming alone. You will not feel alone!
- We have many groups in this city. Members of our other groups who RSVP are included as guests of the organisers in order to give you an indication of expected people.
- This evening is for ladies and gents in the 18 to 35 age group. While some will be at the younger end of this range there will also be others at the other end of the range and lots in-between!
- We are not a dating group. Our events are not organised to manage your dating life. Please do not attend our event if a perfect gender balance is important for your enjoyment of our meet-up.
*You can use any debit or credit card to purchase your ticket at PayPal checkout. It will ask you for your email address but that is only to send you a receipt. You do not need a PayPal account.
(Ladies FREE ticket - Bring an Extra LADY along) This offer is applicable on ALL Tickets.EVENT COST:Early Bird - CAD$ 10 per personRegular Ticket - CAD$ 15 per personGeneral Admission - CAD$ 20 per personCash at meetup - If you have not purchased your ticket in advance then you can pay CAD$ 30 cash when you meet Susi at the venue.
Click below to book your ticket online today and save money! -Speed Friending with Susi 14th December!
-------Why do we have tickets?
ABOUTfastfriends.co.uk-We have connected members successfully for the past 10 years.
Here are some videos which will give you some guidance -How to make new friends -https://www.youtube.com/watch?v=v6GB0Hc_bSs",6,Tanya D. and 3 others,Entertainment
https://www.meetup.com/amc-potomac/events/304415392/?recId=f335611c-e0ff-4740-8a67-05f454f17261&recSource=ml-popular-events-nearby-online&searchId=3e3d2209-5b33-4e4a-b380-db3716907279&eventOrigin=find_page$all,2024-12-11T19:00:00-05:00,"Dueling Backpacks -- Cold Weather Hiking, Camping, Backpacking (Zoom)",Online,"Dueling Backpacks!
Join AMC Potomac Chapter leaders Peg and Paul for an informative and entertaining evening as they prepare for their next adventure -- and help you get ready for yours!
In this interactive session, Peg and Paul will prepare you for the cold weather with information on hiking, camping and backpacking. As they compare gear and methods, you will look in their packs! With a focus on safety, they will talk about what to take ""just in case"" so you will be warm hiking and sleeping. There is more than one way to do this correctly! Bring your questions for these two experienced backpackers.
More information, including how to get your Zoom link: https://activities.outdoors.org/search/index.cfm/action/details/id/154098",70,Peg B.,Entertainment
https://www.meetup.com/less-wrong-toronto/events/304806483/?recId=f335611c-e0ff-4740-8a67-05f454f17261&recSource=ml-popular-events-nearby-offline&searchId=3e3d2209-5b33-4e4a-b380-db3716907279&eventOrigin=find_page$all,2024-12-08T14:00:00-05:00,Personal Idea Retrospective 2024,"101 College St 路 Toronto, ON","What ideas did you engage with or discuss in 2024? Were they all passing fancies or did some actually cause changes in your beliefs/behaviour? Put in as little or as much effort into this reflection as you want.
## Location
Enter the Mars Atrium via University Avenue entrance. We'll meet at the food court in the basement. I'll be wearing a bright neon yellow jacket.
## Detailed Directions to the Food Court
Enter from University Avenue and walk east until you see escalators. Take the escalators down. The food court is to the east of the escalators. If you are lost/confused, ask a security guard to direct you to the food court.
Cross-posted from lesswrong.com",3,Sean A.,Entertainment
https://www.meetup.com/soulcity/events/304544828/?recId=f335611c-e0ff-4740-8a67-05f454f17261&recSource=ml-popular-events-nearby-offline&searchId=3e3d2209-5b33-4e4a-b380-db3716907279&eventOrigin=find_page$all,2024-12-08T15:00:00-05:00,Steve Flemming Presents: Love Will Find a Way! (Group Dating Game in the Pub),"3185 Yonge street (just north of Lawrence avenue) 路 Toronto, ON","Hello everyone,
Please join us for a fun, interactive and laughter filled""group dating game""experience. We all bring years of knowledge, wisdom and stories; so together we can support, inspire and share optimal understanding to love, dating and fulfilling relationships.
This will be a well organized, interactive and valuable afternoon as we dive deeper into the real meanings of love, romance, intimacy and effective dating.
*We will be joined by my other social groups too so we can anticipate a great afternoon
Event Details bellow:
Sincerely,
Steve Flemming(Organizer/Host)
Event Details:
Steve Flemming Presents:Love Will Find a Way! (Group Dating Game in the Pub)
-An inspiring, interactive and inviting afternoon as we go deeper into the universal topic of love, dating and intimate relationships
*Let's not take ourselves too seriously either (we're all in this together-so we'll definitely share some laughs too :)
*Invite your friends or come on your own; all is welcome!
About the Organizer/Host
Steve Flemming provides over 18 years of producing community events and group facilitation on personal growth, spirituality and relationships. He looks forward to involving everyone in a safe, fun and inspirational way. We will be sure to experience a wonderful afternoon with great, thoughtful people in a ideal setting for connection and conversation.
Time and Meeting Spot: (Where to meet us?)
Arrive:(Please arrive between 3:00 pm and 3:30 pm)Location:Taverna Yiannis Greek Grill & Pub (In the back area)Address:3185 Yonge St, Toronto, ON M4N 2K9------------Event Fee:10 dollars upon arrival (HST included)(Cash only when you arrive)Or through e transfer in advance to:steveflemming11@gmail.com----*Lunch/Dinner & Beverage Menu available too (Please arrive early for lunch if you like)*Includes reserved seating for the group*Beverage and/or appetizer minimum to support the staff and venue-----------------------Lots of Free Parking on Lawrence and in residential area :)Right beside the the Yonge/Lawrence subway------------------------",30,Steve,Entertainment
https://www.meetup.com/toronto-arts-and-culture/events/304831843/?recId=f335611c-e0ff-4740-8a67-05f454f17261&recSource=ml-popular-events-nearby-offline&searchId=3e3d2209-5b33-4e4a-b380-db3716907279&eventOrigin=find_page$all,2024-12-18T19:00:00-05:00,Arts and Culture Social Mixer,"627 King St W 路 Toronto, ON","I am hosting a social drinks night for GTA Art lovers, business professionals and entrepreneurs to mingle and connect.
When you enter the venue let one of the bar staff know you are there for the event - ask for Frank. We are at the rooftop bar near the elevators.
Our reservation will be at 16th floor
*** How to get into Lavelle***
When you enter the door from the King Street West entrance, go down 1 flight of stair and follow the corridor and look for a ATM, to the right of the ATM you will find the elevator vestibule, (there's a plaque beside it that reads 'Lavelle') enter the elevator and select the elevator button ""Rooftop"".
Come out and socialize with other GTA Art lovers, business professionals and entrepreneurs over drinks!
We have over 7 meetup groups invited to this event so this won't be a small crowd.
Remember to bring your business cards as this is a networking event.
This event is FREE to attend, food and drinks are at your own cost.
Please purchase 1 drink to support the venue.
We will have name tags for everyone and encourage people to mingle.
*** FREE BUSINESS CARD RAFFLE DRAW - PRIZE $20.00 LCBO GIFT CARD. ***
Please follow us on social media:
Facebook/TikTok: @TorontoSocialMixer
Twitter/Instagram: @TOSocialMixer
Photos/videos of our previous events have been uploaded to our social media links.",12,Frank V.,Entertainment
https://www.meetup.com/torontoaslclub/events/304269894/?recId=f335611c-e0ff-4740-8a67-05f454f17261&recSource=ml-popular-events-nearby-offline&searchId=3e3d2209-5b33-4e4a-b380-db3716907279&eventOrigin=find_page$all,2024-12-07T14:00:00-05:00,Biweekly ASL Social: Learn and Connect in Sign Language,"789 Yonge St 路 Toronto, ON","Please RSVP and show up*: It's common courtesy to let us know if you plan to attend. If there are no attendees who have RSVP'd 24-48 hours before the event, it may get canceled. Always best practice to check the Meetup website to see if this event is still running as scheduled before heading over to the venue.** * *
Welcome to our inclusive American Sign Language (ASL) practice group! We want to emphasize that while we're excited to have participants of all ASL proficiency levels, we do not offer formal ASL instruction.To make the most of your time with us, it's essential for ASL learners to have some basic knowledge.(You can find valuable resources below to help you get started).
Our gatherings are designed for a diverse group, including native ASL speakers, teachers, interpreters, students, and those with at least a basic grasp of the ASL alphabet and a few fundamental signs. Whether you're a seasoned signer or just starting your ASL journey, we encourage you to join us!
Our primary goal is to have a good time communicatingwithout the use of our voices. In the event of a large turnout, we may divide into smaller groups to ensure clear face-to-face conversations. Remember that perfection in ASL is not required; our group is about learning, enjoying ourselves, and refining our ASL skills while providing mutual support.
To stay updated and informed about any changes to our events, don't forget to join our Meetup group. We're thrilled to either meet you for the first time or see familiar faces, all while practicing ASL together.
* * *Here are some of our group's favourite Deaf-led resources to support your ASL learning journey:
Free resources:
Pay-What-You-Can / Donations:
Paid resources:",6,Emilie G.,Entertainment
